გამოსხივება	გამოსხივ ება
რესურსების	რესურს ები ს
მეოთხეულ	მეოთხე ულ
შტურმი	შტურმი
შეეტყო	შე ეტყო
მორფოლოგიურ	მორფოლოგიურ
პროექტები	პროექტ ები
შენიშნა	შენიშნ ა
მაჰმადიანობის	მაჰმადიან ობის
განვითარებულმა	განვითარ ებულმა
გაიცემა	გა იცემა
გამოყვანილია	გა მოყვანილ ი ა
