იტალიასთან	იტალი ა სთან
წარმატებისთვის	წარმატებ ისთვის
შარვაშიძის	შარვაშიძ ის
ბერძენი	ბერძენ ი
დაბანაკდა	დაბანაკ და
რესპუბლიკური	რესპუბლიკ ური
ისტორიები	ისტორი ები
სვიტის	სვიტ ის
ბეგარას	ბეგარ ას
სკანდალების	სკანდალ ების
ოციანი	ოც იანი
სახალხო	სახალხ ო
ფუნტის	ფუნტ ის
ნაგებობათა	ნაგებობ ათა
მადლობის	მადლ ობის
ჩაუტარა	ჩაუტარ ა
გასამართლებლად	გასამართლ ებლად
