ბათუმში	ბათუმ ში
ღირებულებები	ღირებულებ ები
გუნდს	გუნდ ს
ჩვენს	ჩვენ ს
ამაშუკელი	ამაშუკ ელ ი
გებრიელის	გებრიელ ის
მოისპო	მო ისპ ო
აღდგომის	აღდგომ ის
აწყობს	აწყობ ს
ღალატობდა	ღალატ ობ და
ჰეგემონიის	ჰეგემონ ი ის
რაიან	რა იან
წინაპრები	წინაპრ ები
დადგენილი	დადგენილ ი
ოლდ	ოლდ
უპილოტო	უ პილოტ ო
ბელერიანდის	ბელერიანდ ის
ლენტი	ლენტ ი
ჰეილი	ჰეილ ი
კამიუს	კამ იუს
ახორციელებდნენ	ა ხორციელ ებ დნენ
წიგნებია	წიგნ ები ა
დატოვების	დატოვ ების
საგზური	სა გზ ური
ქრომოსომა	ქრო მო სომ ა
დასახელებულ	და სახელ ებულ
დაუბრკოლებლად	და უ ბრკოლ ებლად
დაისაკუთრა	და ი საკუთრ ა
აზნაური	აზნაურ ი
ეწოდება	ეწოდ ება
სამცხე	სამცხ ე
გამოამწყვდია	გამო ამწყვდი ა
წარმოადგენდეს	წარმოადგენ დეს
სპარტის	სპარტ ის
ანატომიური	ანატომი ური
გააბა	გა აბა
დასაჯა	და სა ჯ ა
მოხალისედ	მოხალისე დ
მოუწოდებდა	მო უწოდ ებ და
საადგილმამულო	სა ადგილ მამულ ო
ტონგას	ტონგ ას
ავგუსტ	ავგუსტ
სფეროს	სფერო ს
