იტალიასთან	იტალი ასთან
გადასატანად	გადასა ტანად
კლუბმა	კლუბ მა
გარეთაა	გარეთ აა
წარმოდგენები	წარმოდგენ ები
უჩვეულო	უჩვეულ ო
გლარნის	გლარ ნის
აწეულია	ა წეულია
გადამკვეთი	გადამ კვეთი
იკითხებოდა	იკითხ ებოდა
ბაქტრიის	ბაქტრი ის
ძალადობა	ძალად ობა
თაღედი	თაღ ედი
ლანჩხუთში	ლანჩხუთ ში
საწყისების	საწყის ების
