იტალიასთან	იტალია სთან
ციტადელის	ციტადელ ის
ოკეანეს	ოკეანე ს
დეციუსი	დეციუს ი
კათოლიკური	კათოლიკ ური
ეკლები	ეკლ ები
ფრაზით	ფრაზ ით
ტალღა	ტალღ ა
უხუცესის	უხუცეს ის
სავოევოდო	სავოევოდო
განვითარდეს	განვითარ დეს
დანგრეულია	დანგრეულ ია
