ბათუმში	ბათუმ ში
ზოოპარკის	ზოოპარკ ის
ეგნატაშვილის	ეგნატ აშვილის
წერდნენ	წერ დნენ
გაანალიზება	გა ანალიზ ება
საგარეჯოს	სა გარეჯ ოს
კომორის	კომ ორის
პაციენტები	პაციენტ ები
დიას	დიას
საერთოეროვნული	საერთო ეროვნული
საკონსულო	სა კონსულ ო
ეპიზოდებში	ეპიზოდ ებში
მოციქულ	მოციქულ
მუქარის	მუქარ ის
კორეული	კორ ეული
იუნაიტედის	იუნაიტედ ის
პროვინციისა	პროვინცი ისა
უიმედო	უ იმედ ო
შეუფერებელი	შეუ ფერებელი
